site_id,elev,fheight,open,conif,temp,doy,snow
0,157.12,17.7,0.03,0.18,12.62,133.5,0
1,149.82,18.46,0.61,0.01,12.62,133.5,0
2,161.35,17.93,0,0.12,12.62,133.5,0
3,162.97,20.17,0.02,0.75,12.62,133.5,0
4,171.93,17.88,0.05,0.41,12.62,133.5,0
5,153.75,18.91,0,0.03,12.62,133.5,0
6,149.62,18.69,0.06,0.11,12.62,133.5,0
7,168.07,10.93,0.14,0.36,12.62,133.5,0
8,171.93,19.27,0.16,0.7,12.62,133.5,0
9,169.79,19.82,0.35,0.98,12.62,133.5,0
10,149.45,22.99,0.04,0.6,12.62,133.5,0
11,163.78,15.88,0.07,0.16,12.62,133.5,0
12,154.94,18.37,0.03,0.09,12.62,134.5,0
13,169.15,19.27,0.02,0.82,12.62,134.5,0
14,154.56,18.57,0.04,0.39,12.62,134.5,0
15,155.06,20.34,0.07,0.26,12.9,134,0
16,170.71,16.91,0.05,0.27,12.62,134.5,0
17,168.53,25.17,0.03,0.98,12.62,134.5,0
18,172.64,24.22,0.01,0.3,12.62,134.5,0
19,161.55,22.07,0.06,0.22,12.62,134.5,0
20,163.58,23.66,0.06,1,12.62,134.5,0
21,157.57,12.76,0.01,0.05,12.62,134.5,0
22,160.96,21.63,0,0.08,12.57,135,0
23,154.95,20.8,0.04,0.28,12.88,134.5,0
24,168.54,19.67,0.01,1,6.1,297,0.77
25,167.46,18.27,0.02,1,6.1,297,0.77
26,173.33,20.94,0.05,1,6.1,297,0.77
27,159.11,19.43,0.09,0.81,6.1,297,0.77
28,156.83,21.97,0.05,0.05,6.1,297,0.77
29,155.01,16.31,0.01,0.03,6.1,297,0.77
30,154.22,15.73,0.06,0.01,6.1,297,0.77
31,171.19,18.15,0.06,0.88,6.1,297,0.77
32,149.97,20.33,0.04,0,6.1,297,0.77
33,149.48,20.2,0.11,0.54,6.1,297,0.77
34,148.81,16.9,0.12,0.99,6.1,297,0.77
35,147.65,15.17,0.05,0.83,6.1,297,0.77
36,148.37,16.42,0.07,1,6.1,297,0.77
37,152.46,19.53,0.08,0.98,6.1,297,0.77
38,148.87,17.22,0.03,1,6.1,297,0.77
39,146.62,14.97,0.03,0.76,6.1,297,0.77
40,146.46,17.98,0.07,0.64,6.1,297,0.77
41,163.72,12.36,0.01,0.02,5.65,297.5,0.83
42,158.66,19.41,0.06,0.8,5.14,298,1.08
43,155.87,14.22,0.06,0,5.14,298,1.08
44,160.55,21.32,0.04,0.01,5.14,298,1.08
45,158.32,15.17,0.06,0.06,5.14,298,1.08
46,154.89,19.64,0.03,0.16,5.14,298,1.08
47,156.44,18.68,0,0.23,5.14,298,1.08
48,154.46,18.3,0.33,0.29,5.14,298,1.08
49,154.99,20.16,0.01,0.25,5.14,298,1.08
50,159.24,17.65,0.08,1,5.14,298,1.08
51,155.77,15.7,0.06,1,5.14,298,1.08
52,166.57,15.93,0.01,0.08,4.09,318.5,0
53,171.03,19.34,0.08,0.98,4.09,318.5,0
54,149.94,18.9,0.03,0.21,4.09,318.5,0
55,156.01,20.95,0,0,4.09,318.5,0
56,153.58,15.65,0.01,0,4.09,318.5,0
57,151.75,18.75,0.06,0.65,4.09,318.5,0
58,145.69,23.24,0.1,0.26,4.09,318.5,0
59,157.24,22.46,0,0,4.09,318.5,0
60,152.68,15.79,0.09,0.12,4.09,318.5,0
61,157.1,22.03,0,0,4.09,318.5,0
62,156.44,22.67,0,0.01,4.19,317.5,0
63,155.86,22.5,0.01,0,4.19,317.5,0
64,156.79,20.11,0.12,0.95,4.19,317.5,0
65,155.77,19.13,0.14,0.87,4.19,317.5,0
66,159.32,21.22,0.01,0.06,4.19,317.5,0
67,157.94,18.27,0.01,0.14,4.19,317.5,0
68,163.52,22.08,0.02,0.02,4.19,317.5,0
69,167.69,20.57,0,0.01,4.19,317.5,0
70,164.97,18.97,0.01,0.19,4.19,317.5,0
71,150.2,17.53,0.06,0.19,4.11,318,0
72,150.02,18.64,0.04,0.38,4.11,318,0
73,152.27,21.81,0.03,0.47,4.11,318,0
74,154.4,22.69,0,0.03,4.11,318,0
75,152.68,19.19,0.04,0.12,4.11,318,0
76,157.41,20.96,0.1,0.59,4.11,318,0
77,158.22,17.65,0.05,1,4.11,318,0
78,154.38,14.74,0.01,1,4.11,318,0
79,171.2,21.38,0,0.47,4.11,319,0
80,163.57,14.91,0.25,0.55,4.11,319,0
81,155.89,18.69,0.06,0.2,4.11,319,0
82,153.58,15.05,0.09,0.14,4.11,319,0
83,155.71,21,0.03,0.23,4.11,319,0
84,152.55,18.56,0.01,0.16,4.11,319,0
85,155.51,15.94,0.12,1,4.11,319,0
86,153.07,14.3,0.04,0.47,4.11,319,0
87,157.48,17.84,0.02,0.08,2.69,333.5,2.14
88,156.12,22.67,0.01,0.07,2.69,333.5,2.14
89,157.77,21.6,0.07,0.05,2.69,333.5,2.14
90,161.23,18.3,0.02,0.02,2.69,333.5,2.14
91,155.84,16.03,0.02,0.06,2.69,333.5,2.14
92,165.88,17.33,0.08,0.98,2.69,333.5,2.14
93,151.93,19.22,0.01,0.14,3.45,332.5,0.5
94,151.21,20.05,0.03,0.05,3.45,332.5,0.5
95,152.28,19.6,0.04,0.05,3.45,332.5,0.5
96,155.29,14.14,0.01,0.04,3.45,332.5,0.5
97,150.14,18.4,0.05,0.12,3.45,332.5,0.5
98,151.26,20.14,0.06,0.14,3.45,332.5,0.5
99,157.57,17.82,0.01,0,3.45,332.5,0.5
100,153.16,16.46,0.03,0.18,3.45,332.5,0.5
101,160.11,18.72,0,0.03,3.45,332.5,0.5
102,162.14,17.78,0.02,0,3.45,332.5,0.5
103,161.07,17.12,0.04,0.31,2.84,333.5,1.5
104,165.34,15.33,0.49,0.98,2.84,333.5,1.5
105,154.65,22.05,0.07,0.4,2.84,333.5,1.5
106,165.06,24.66,0.01,0.08,2.84,333.5,1.5
107,168.44,20.77,0.1,0.07,2.84,333.5,1.5
108,159.52,19.64,0.08,1,2.84,333.5,1.5
109,170.03,20.48,0.07,1,2.84,333.5,1.5
110,164.73,13.58,0.08,0.45,2.84,333.5,1.5
111,162.96,17.79,0.13,0.99,2.84,333.5,1.5
112,165.38,23.18,0.06,1,2.21,334.5,2.71
113,165.27,18.71,0.14,1,2.21,334.5,2.71
114,164.57,19.51,0.02,1,2.21,334.5,2.71
115,171.37,19.02,0.03,0.79,2.21,334.5,2.71
116,165.39,19.74,0.01,0.04,2.21,334.5,2.71
117,153.09,19.77,0.02,0.77,2.21,334.5,2.71
118,154.2,16.49,0.1,0.78,2.21,334.5,2.71
119,164.44,19.16,0.31,0.17,12.34,112,0
120,160.89,12.37,0.02,0.3,12.26,111,0
121,159.72,17.18,0.05,0.2,12.26,111,0
122,163.78,17.78,0.07,0.99,12.34,112,0
123,164.98,12.93,0,0.36,12.26,111,0
124,170.71,18.36,0.1,0.32,12.26,111,0
125,164.69,15.61,0.01,0.13,12.26,111,0
126,168.13,21.34,0.04,0.92,12.26,111,0
127,170.66,17.06,0.01,0.16,12.26,111,0
128,169.67,22.22,0.03,0.59,12.26,111,0
129,166.48,15.04,0.09,0.99,12.26,111,0
130,167.28,21.36,0,0.04,12.26,111,0
131,167.54,14.13,0.03,0.06,12.26,111,0
132,168.13,21.45,0.07,1,12.26,111,0
133,172.04,19.64,0.05,0.99,12.34,112,0
134,166.58,20.61,0.03,1,12.34,112,0
135,167.76,21.47,0.02,1,12.34,112,0
136,167.85,20.52,0.01,0.65,12.34,112,0
137,160.89,16.56,0.05,0.53,12.34,112,0
138,166.99,17.32,0.08,1,12.34,112,0
139,168.85,22.59,0.01,0.07,12.34,112,0
140,167.24,21.14,0.01,0.5,12.34,112,0
141,168.02,14.51,0.02,0.97,12.26,111,0
142,156.88,16.06,0.01,0.03,16.7,141.5,0
143,163.33,17.74,0.01,0.97,16.7,141.5,0
144,166.39,21.08,0.14,1,16.7,141.5,0
145,152.35,14.59,0.11,0.5,16.7,141.5,0
146,151.95,16.57,0.07,0.12,16.7,141.5,0
147,162.73,15.32,0.02,0.99,16.7,141.5,0
148,163.07,17.66,0,0.24,16.7,141.5,0
149,152.72,16.35,0.03,0.07,16.7,141.5,0
150,151.82,14.23,0.08,0.03,16.7,141.5,0
151,156.05,17.62,0.09,0.22,16.7,141.5,0
152,161.92,21.41,0.02,0.38,16.7,141.5,0
153,153.36,17.74,0.19,0.64,16.7,141.5,0
154,152.36,18.95,0.01,0.36,16.7,141.5,0
155,153.86,15.52,0.04,0.29,16.7,141.5,0
156,154.93,17.61,0.08,0.41,16.7,141.5,0
157,173.07,18.57,0,0.12,16.09,142.5,0
158,164.26,20.39,0,0.07,16.09,142.5,0
159,164.24,24.42,0,0.08,16.09,142.5,0
160,162.29,18.49,0.12,0.52,16.09,142.5,0
161,164.28,17.09,0.01,0.18,16.09,142.5,0
162,164.98,16.66,0.01,0.56,16.09,142.5,0
163,160.95,18.34,0.54,0.66,16.09,142.5,0
164,163.16,14.61,0.08,1,16.09,142.5,0
165,162.18,17.84,0.08,1,16.09,142.5,0
166,161.46,19.71,0.02,0.88,16.09,142.5,0
167,166.23,19.45,0.01,0.65,16.09,142.5,0
168,162.58,19.61,0.04,0.96,16.09,142.5,0
169,165.07,17.11,0.06,0.98,16.09,142.5,0
170,165.08,14.78,0.04,0.99,16.09,142.5,0
171,158.39,17.91,0.01,0.32,17.73,159,0
172,156.59,15,0.1,0.14,17.73,159,0
173,160.77,15.11,0.04,0.08,17.73,159,0
174,160.42,21.02,0.02,0.49,17.73,159,0
175,155.94,22.03,0,0.51,17.73,159,0
176,157.48,16.51,0.02,0.04,17.73,159,0
177,156.12,19.64,0.01,0.77,17.73,159,0
178,163.43,21.44,0.14,0.7,17.73,159,0
179,159.83,20.64,0,0.1,17.73,159,0
180,157.84,20.55,0.01,0.01,17.73,159,0
181,159.08,20.31,0.02,0.16,17.73,159,0
182,157.85,18.05,0,0,17.73,159,0
183,168.3,24.69,0,0,17.73,159,0
184,164.03,19.87,0.04,0.46,17.73,159,0
185,163.88,21.4,0,0.07,17.73,159,0
186,158.3,16.35,0.02,0.12,17.73,159,0
187,152.92,21.38,0,0,18.06,160,0
188,156.17,21.52,0.01,0.02,18.06,160,0
189,147.57,21.15,0.02,0.44,18.06,160,0
190,158.95,23.68,0.01,0.1,18.06,160,0
191,143.41,16.85,0.08,0.17,18.06,160,0
192,151.46,20.68,0.02,0,18.06,160,0
193,141.36,19.2,0.03,0.89,18.06,160,0
194,138.89,14.88,0.13,0.83,18.06,160,0
195,143.19,21.76,0,0.91,18.06,160,0
196,136.49,18.81,0.12,0.99,18.06,160,0
197,139.38,19.51,0.09,1,18.06,160,0
198,153.35,24.73,0.02,0.35,18.06,160,0
199,171.53,22.2,0,0.07,15.49,148,0
200,146.65,14.45,0.78,0.16,15.85,147.5,0
201,155.24,21.51,0.01,0.01,15.49,148,0
202,150.27,15.31,0.01,0.08,15.49,148,0
203,149.06,15.28,0.08,0.14,15.85,147.5,0
204,148.56,15.69,0.25,0.04,15.49,148,0
205,151.95,20.76,0.01,0.02,15.85,147.5,0
206,155.94,16.02,0.17,0.7,15.49,148,0
207,151.22,16.9,0.01,0.03,15.85,147.5,0
208,152.2,19.25,0.01,0,15.49,148,0
209,154.47,21.46,0.01,0.17,15.85,147.5,0
210,151.53,20.62,0.03,0.02,15.49,148,0
211,157.49,18.26,0.02,1,15.85,147.5,0
212,155.8,18.03,0.03,0.37,15.85,147.5,0
213,157.92,18.32,0.1,0.38,15.49,148,0
214,156.8,19.18,0.08,0.8,15.85,147.5,0
215,160.42,17.27,0.08,0.96,15.49,148,0
216,154.68,19.5,0.06,0.93,15.12,148,0
217,154.03,17.7,0.02,0.07,15.12,148,0
218,153.26,18.65,0.09,0.42,14.8,148.5,0
219,149.09,17.49,0.12,0.85,15.12,148,0
220,153.25,18.02,0.03,0.22,14.8,148.5,0
221,155.83,19.6,0.03,0,14.8,148.5,0
222,153.2,14.18,0.02,0.34,14.8,148.5,0
223,153.42,21.03,0.04,0.14,15.12,148,0
224,156.97,23.6,0.02,0.12,15.12,148,0
225,148.77,17.33,0.05,0.18,14.8,148.5,0
226,166.06,19.03,0.1,0.61,15.12,148,0
227,171.94,20.49,0.05,0.35,15.12,148,0
228,160.16,19.85,0,0.03,14.8,148.5,0
229,153.3,18.6,0.01,0.05,14.8,148.5,0
230,169.38,18.81,0.06,0.43,15.12,148,0
231,157.99,18.52,0.05,0.02,14.8,148.5,0
232,154.03,16.69,0.02,0.09,20.11,173.5,0
233,153.75,17.25,0.01,0.04,20.11,173.5,0
234,152.31,18,0.03,0.07,20.11,173.5,0
235,153.17,13.93,0.09,0.97,20.11,173.5,0
236,153.78,18.58,0.03,0.04,20.11,173.5,0
237,156.5,15.6,0.03,0.84,20.11,173.5,0
238,153.85,16.34,0,0,20.11,173.5,0
239,162.34,12.54,0.21,0.97,20.11,173.5,0
240,157.65,17.73,0,0.13,20.11,173.5,0
241,155.26,19.31,0.01,0.11,20.11,173.5,0
242,157.34,15.33,0.11,0.9,20.11,173.5,0
243,157.87,21.12,0.03,0.05,20.11,173.5,0
244,161.73,16.95,0.23,0.89,20.11,173.5,0
245,162.92,23.23,0.05,1,20.11,173.5,0
246,164.26,19.85,0.03,1,20.11,173.5,0
247,152.55,18.07,0.07,0.14,19.9,174.5,0
248,150.84,18.58,0.02,0.21,19.9,174.5,0
249,150.66,18.33,0.02,0.1,19.9,174.5,0
250,150.41,17.74,0.05,1,19.9,174.5,0
251,149.61,16.98,0.18,1,19.9,174.5,0
252,155.2,18.68,0.01,0.17,19.9,174.5,0
253,150.03,15.59,0.1,1,19.9,174.5,0
254,153.48,19.52,0.04,0.3,19.9,174.5,0
255,153.13,20.48,0.02,0.57,19.9,174.5,0
256,149.61,17.16,0.12,1,19.9,174.5,0
257,159.11,18.17,0.21,0.58,19.26,177.5,0
258,154.33,17.68,0,0.03,19.26,177.5,0
259,159.91,19.28,0,0.04,19.26,177.5,0
260,154.32,18.33,0.01,0.05,19.26,177.5,0
261,153.12,22.59,0.03,0.16,19.26,177.5,0
262,154.22,17.45,0.1,0.38,19.26,177.5,0
263,150.78,22.33,0.01,0.03,19.26,177.5,0
264,153.91,16.12,0.03,0.15,19.26,177.5,0
265,152.08,19.75,0.06,0.55,19.26,177.5,0
266,149.44,16.54,0.11,0.38,19.26,177.5,0
267,153.72,16.01,0.16,0.28,19.38,181,0
268,153.79,18.27,0.04,0.31,19.26,177.5,0
269,162.75,20.87,0.02,0.04,19.53,179,0
270,165.8,20.14,0.03,0.06,19.53,179,0
271,153.2,20.06,0.01,0.08,19.42,180.5,0
272,158.39,21.74,0.04,0.11,19.42,180.5,0
273,160.76,18.98,0.04,0.05,19.53,179,0
274,163.83,21.65,0.02,0.02,19.53,179,0
275,161.2,19.7,0.02,0.01,19.53,179,0
276,160.65,18.3,0.04,0.04,19.53,179,0
277,168.83,15.82,0.04,0.09,19.53,179,0
278,155.24,14.24,0.04,0.12,19.42,180.5,0
279,155.66,20.44,0.03,0,14.57,246.5,0
280,154.7,20.53,0.02,0.06,14.85,245.5,0
281,161.03,13.94,0.06,0.35,14.85,245.5,0
282,154.84,15.31,0.15,0.74,14.57,246.5,0
283,164.86,19.51,0.01,0.48,14.85,245.5,0
284,153.92,11.75,0.04,0.68,14.57,246.5,0
285,162.85,18.8,0.1,1,14.85,245.5,0
286,162.41,19.98,0.08,0.72,14.85,245.5,0
287,161.2,16.67,0.04,0.38,14.57,246.5,0
288,157.71,15.99,0.2,0.52,14.85,245.5,0
289,159.88,20.16,0.01,0,14.57,246.5,0
290,158.54,17.61,0.14,0.96,14.85,245.5,0
291,157,17.99,0.14,0.96,14.57,246.5,0
292,160.98,15.02,0.2,0.43,14.85,245.5,0
293,155.21,16.29,0.07,0.49,14.57,246.5,0
294,170.49,23.39,0.01,0.42,14.85,245.5,0
295,168.33,20.04,0.03,1,14.85,245.5,0
296,155.5,19.19,0.02,0.18,14.57,246.5,0
297,161.91,18.33,0.2,0.87,14.85,245.5,0
298,160.58,12.65,0.07,0.69,14.85,245.5,0
299,171.12,24.05,0.01,0.55,14.85,245.5,0
300,161.04,19.56,0.02,0.15,14.57,246.5,0
301,170.71,24.31,0.01,0.58,14.85,245.5,0
302,160.31,18.77,0.05,0.69,14.57,246.5,0
303,164.2,19.86,0.02,1,14.57,246.5,0
304,164.12,20.56,0.04,0.46,14.85,245.5,0
305,160.4,13.27,0.02,1,14.57,246.5,0
306,163.03,22.62,0.17,0.31,14.85,245.5,0
307,166.95,20.57,0.01,1,14.57,246.5,0
308,164.7,19.95,0.01,0.18,10.38,266,0
309,167.13,19.3,0.08,0.3,10.38,266,0
310,157.36,18.24,0.01,0.21,10.38,266,0
311,177.09,19.83,0.12,0.73,10.38,266,0
312,158.1,18.44,0,0.03,10.38,266,0
313,165.74,16.96,0,0.08,10.38,266,0
314,164.7,19.95,0.01,0.18,10.38,266,0
315,167.72,23.96,0.01,0.32,10.38,266,0
316,160.57,15.91,0.01,0.1,10.38,266,0
317,169.09,15.07,0.38,0.38,10.38,266,0
318,173.09,23.28,0.02,0.1,10.38,266,0
319,173.35,21.68,0.01,0.34,10.38,266,0
320,173.93,21.89,0.01,0.95,10.71,265.5,0
321,171.1,23.75,0,0.69,10.38,266,0
322,183.54,18.21,0.06,0.08,10.38,266,0
323,167.78,21.04,0.15,0.19,10.38,266,0
324,162.67,22.41,0,0.02,12.61,263,0
325,165.29,21.86,0.01,0.07,9.76,267,0
326,167.05,21.81,0,0.58,9.76,267,0
327,155.07,20.48,0.01,0.03,9.76,267,0
328,165.76,20.81,0,0.42,10.05,266.5,0
329,153.41,17.05,0.03,0,10.05,266.5,0
330,147.37,16.39,0.13,0.78,9.76,267,0
331,151.8,16.57,0.02,0.2,10.05,266.5,0
332,167.42,20.92,0.01,0.8,10.05,266.5,0
333,163.66,19.79,0.02,0.41,13.16,261,0
334,157.19,21.56,0,0,9.76,267,0
335,150.72,18.75,0.02,0.2,9.76,267,0
336,174.22,22.79,0,0.54,9.76,267,0
337,144.41,21.84,0.08,0.52,9.76,267,0
338,145.58,22.22,0.06,0.2,9.3,273,0
339,169.38,18.83,0.01,0.01,9.76,267,0
340,168.57,21.42,0.02,0.99,10.05,266.5,0
341,161.43,17.98,0.06,0.95,9.76,267,0
342,160.89,12.37,0.02,0.3,9.34,281.5,0
343,164.54,14.89,0.01,0.14,9.34,281.5,0
344,164.16,12.72,0.15,0.49,9.34,281.5,0
345,169.51,18.29,0,0.39,9.34,281.5,0
346,159.72,17.18,0.05,0.2,9.34,281.5,0
347,164.53,15.24,0.11,1,9.34,281.5,0
348,167.65,20.57,0.2,0.91,9.34,281.5,0
349,171.41,19.31,0.04,0.96,9.34,281.5,0
350,164.54,19.11,0.02,0.43,9.34,281.5,0
351,170.71,18.36,0.1,0.32,9.34,281.5,0
352,163.89,19.75,0,0,9.34,281.5,0
353,166.35,12.24,0.01,0.55,9.34,281.5,0
354,168.06,19.72,0,0.38,9.34,281.5,0
355,164.69,15.61,0.01,0.13,9.34,281.5,0
356,163.47,14.17,0.22,0.31,9.34,281.5,0
357,160.1,16.18,0.02,0.04,9.34,281.5,0
358,164.73,17.28,0.1,0.01,9.76,282.5,0
359,155.95,17.43,0.11,0.97,9.76,282.5,0
360,163.56,21.31,0,0.05,9.34,281.5,0
361,154.1,22.03,0.02,0.02,9.76,282.5,0
362,157.08,12.53,0.05,0.55,9.76,282.5,0
363,160.54,23.86,0.1,1,9.76,282.5,0
364,152.06,17.43,0.08,1,9.76,282.5,0
365,156.08,14.43,0.06,0.14,9.76,282.5,0
366,161.29,11.48,0.27,0.52,9.76,282.5,0
367,150.6,18.96,0.02,0.09,9.55,281.5,0
368,153.84,18.16,0.03,0.03,9.76,282.5,0
369,158.01,20.47,0.01,0.07,9.76,282.5,0
370,151.99,19.89,0.04,0.2,9.76,282.5,0
371,163,21.51,0.02,0.05,9.76,282.5,0
372,154.97,17.79,0.01,0.07,9.34,281.5,0
373,154.03,20.57,0.01,0.11,9.76,282.5,0
374,146.91,19.41,0.22,0.16,9.76,282.5,0
375,151,17.28,0.02,0.77,10.29,295.5,0
376,152.44,17.78,0.02,0.15,10.29,295.5,0
377,152.63,17.48,0.05,0.06,10.29,295.5,0
378,148.85,20.31,0.07,0.11,10.29,295.5,0
379,155.04,16.85,0.01,0.01,10.29,295.5,0
380,155.76,20.45,0,0.05,10.59,296,0
381,165.16,20.33,0.01,0.16,10.29,295.5,0
382,150.07,21.06,0,0.06,10.94,296.5,0
383,151.68,20.26,0,0.02,10.29,295.5,0
384,165.44,18.25,0.07,0.81,10.59,296,0
385,160.47,13.92,0.15,0.92,10.29,295.5,0
386,164.54,20.32,0.02,0.84,10.29,295.5,0
387,154.6,16.55,0.1,0.88,10.29,295.5,0
388,158.43,11.21,0.1,0.91,10.64,296,0
389,156.8,16.77,0.05,0.16,10.29,295.5,0
390,153.71,18.39,0.07,0.85,10.29,295.5,0
391,154.23,8.64,0.08,0.97,10.29,295.5,0
392,153.35,13.91,0.1,1,10.29,295.5,0
393,153.37,19.73,0.03,0.07,10.94,296.5,0
394,160.15,20.01,0.03,0.33,10.94,296.5,0
395,165.18,11.62,0.19,0.99,10.94,296.5,0
396,150.68,24.24,0,0.02,10.94,296.5,0
397,157.05,20.62,0.09,0.97,10.94,296.5,0
398,150.71,16.77,0.12,1,10.94,296.5,0
399,148.56,21.52,0.02,0.72,10.59,296,0
400,151.57,14.33,0.04,0.06,10.29,295.5,0
401,157.31,20.05,0.06,0.84,10.94,296.5,0
402,170.83,18.71,0.04,0.79,10.94,296.5,0
403,165.35,12.16,0.01,0.21,10.94,296.5,0
404,160,18.02,0.26,0.97,10.94,296.5,0
405,161.46,19.63,0.1,0.77,10.94,296.5,0
406,166.74,18.93,0.22,0.26,10.94,296.5,0
407,163.96,21.68,0.09,1,10.94,296.5,0
408,157.72,20,0.02,0.46,10.94,296.5,0
409,160.8,19.23,0.02,0.41,7.11,310,0
410,157.21,14.95,0,0,7.11,310,0
411,160.61,16.54,0.06,0.04,7.11,310,0
412,160.71,19.77,0.07,0.57,7.11,310,0
413,172.82,20.42,0.02,0.92,6.71,311,0
414,183.09,16.9,0.3,0.73,6.71,311,0
415,179.63,16.67,0.16,0.03,7.11,310,0
416,170.98,13.38,0.18,0.51,6.71,311,0
417,160,21.03,0.02,0.02,7.11,310,0
418,159.66,19.41,0,0.03,7.11,310,0
419,166.84,19.04,0.27,0.82,6.71,311,0
420,166.29,12.76,0,0.08,6.71,311,0
421,164.84,17.29,0.08,0.72,6.71,311,0
422,168.4,22.19,0.03,0.53,6.71,311,0
423,157.41,19.97,0.02,0.02,7.11,310,0
424,153.99,21.71,0.01,0.16,7.11,310,0
425,164.69,18.16,0.01,0.31,6.71,311,0
426,165.76,13.08,0.03,0.29,6.71,311,0
427,169.55,18.62,0.06,0.6,7.11,310,0
428,154.96,17.49,0.02,0.03,6.97,310.5,0
429,156.35,14.44,0.15,0.89,7.21,310,0
430,168.43,23.8,0.01,0.55,7.21,310,0
431,161.12,15.25,0.05,0.32,7.21,310,0
432,154.97,23.59,0,0.06,7.21,310,0
433,160.75,24.97,0.08,0.02,7.21,310,0
434,163.22,16.47,0,0.02,7.34,309.5,0
435,164.35,21.35,0.03,0.94,7.11,310,0
436,154.27,18.16,0.03,0.08,7.21,310,0
437,163.09,20.64,0.02,0.71,7.11,310,0
438,162.59,18.66,0.05,0.85,7.11,310,0
439,161.78,14.31,0.06,0.91,7.11,310,0
440,162.08,20.25,0.03,1,7.11,310,0
441,168.23,21.01,0,0,7.34,309.5,0
442,168.97,20.82,0.07,1,7.11,310,0
443,161.07,19.13,0.15,0.43,7.11,310,0
444,161.88,15.94,0.01,0.01,3.48,329.5,0
445,172.2,18.52,0.03,0.83,3.48,329.5,0
446,168.53,25.17,0.03,0.98,3.48,329.5,0
447,160.55,20.27,0.03,0.05,3.48,329.5,0
